Carrier,Title,State,Zip code,Hiring radius miles,Multi zip codes,Job Details,Pay Details,Equipment Details,Key Disqualifiers,Requirements
Swift,Smithfield - Regional,UT,84118,200,,"Category,Details
Job Description,""Regional dedicated reefer lane running Sioux Falls, SD to Salt Lake City, UT.""
Freight Type,Refrigerated (DED-REF)
Driver Type,Company Driver
Home Time,Every Two Weeks
Home Time Duration,Over the road / Regional (out 14 days).
Dedicated Account?,Yes
Avg Weekly Miles,""2,800 – 3,800""
No Touch Freight,Yes
Driver Load / Unload,""No (Live Unload, Preload)""","Category,Details
Average Weekly Pay,""$1,300""
CPM Range (Teams),$0.65 – $0.72 CPM plus bonus
CPM Range (Mentors),$0.51 – $0.62 CPM plus bonus
Short Haul Pay,No short haul pay
Stop Pay,$25.00
Bonuses,Swift Driver Performance Bonus
Unload Pay,N/A","Category,Details
Equipment Type,Sleeper trucks
Transmission Type,""Automatics, Manuals""
Engine,Not Specified
Camera Orientation,""Front Facing, Event Only""
Bunks,Double (Team required)","Category,Details
Solo Drivers,CLOSED (Mentors and Teams only)
SAP Drivers,No
Teams Required,YES (Must have a teammate)
Owner Operators,No
Trainees,No","Category,Details
Experience Required,1 year (Experienced)
Endorsements,None required
Residency,Within 200 miles of Salt Lake City (84118)
Shift / Schedule,Both Day/Night; Weekend work required
Work Days,Every 2 weeks home; must work Thanksgiving or Christmas
Hiring Area,""CA, CO, ID, KS, NE, NV, SD, UT, WY"""
Swift,Georgia Pacific - Regional,"AL, FL, MS, SC",,,,"Category,Details
Job Description,Regional dry van freight primarily serving the Southeast and Mid-South regions.
Freight Type,Dry Van (DED-DRY)
Driver Type,Company Driver
Home Time,Once a week
Home Time Duration,Weekly home time.
Dedicated Account?,Yes
Avg Weekly Miles,""2,100 – 2,300""
No Touch Freight,Yes
Driver Load / Unload,No","Category,Details
Average Weekly Pay,""$1,100 – $1,300""
CPM Range,$0.55 CPM
Short Haul Pay,$40 for loads under 100 miles
Stop Pay,NO STOP PAY
Bonuses,""$100 (Based on availability, service, and safety)""
Unload Pay,N/A","Category,Details
Equipment Type,Sleeper trucks
Transmission Type,""Automatics, Manuals""
Engine,Not Specified
Camera Orientation,""Front Facing, Event Only""
Bunks,Yes","Category,Details
SAP Drivers,No
Teams Accepted,NO (Closed)
Owner Operators,NO
Trainees,""YES (Note: Needs sheet says No, Account Overview says Yes)""","Category,Details
Experience Required,6 months (Needs sheet requirement)
Endorsements,None required
Residency,""Must live within 50 miles of hub cities in AL, FL, MS, or SC""
Shift / Schedule,Both Day/Night available
Work Days,Weekend work required; All holidays except Christmas
Hiring Area,""AL, FL, MS, SC"""
Swift,"Great Lakes Regional – Gary, IN",IN,46406,300,,"Category,Details
Job Description,""Regional OTR freight operating across the Central, East, and North Central regions. Based out of Gary, IN.""
Freight Type,Dry Van (OTR-DRY)
Driver Type,Company Driver
Home Time,Every two weeks
Home Time Duration,14 days out; Regional OTR schedule.
Dedicated Account?,No (General Freight)
Avg Weekly Miles,""1,700 – 2,400""
No Touch Freight,Yes
Driver Load / Unload,""No (Mix of live load/unload, preload, and drop & hook)""","Category,Details
Average Weekly Pay,""$1,100 – $1,500""
CPM Range,$0.56 CPM (Starting) up to $0.65 CPM
Short Haul Pay,Not Specified
Stop Pay,Not Specified
Bonuses,""Driver Ranking Bonus (Safety, performance, and tenure)""
Unload Pay,N/A","Category,Details
Equipment Type,Dry Van trailers
Transmission Type,""Automatics, Manuals""
Engine,Not Specified
Camera Orientation,""Front Facing, Event Only""
Bunks,Yes (Sleeper)","Category,Details
SAP Drivers,No
Teams Accepted,Not Specified
Owner Operators,Not Specified
Trainees,Yes (Accepted)","Category,Details
Experience Required,0 – 6 months (Open to Trainees and First Seat)
Endorsements,None required
Residency,""Must live within 300 miles of Gary, IN (46406)""
Shift / Schedule,""Multiple options: Day, Night, Rotation, Sun-Thu, or Tue-Sat""
Operating Area,""Central US (KS to PA, MN to GA)""
Hiring Area,""IA, IL, IN, KY, MI, MN, MO, OH, WI"""
Swift,"Walmart – Harrisonville, MO",MO,64701,200,,"Category,Details
Job Description,""Dedicated grocery account hauling reefer and dry van loads to Springfield, St. Joe, and Topeka.""
Freight Type,Reefer & Dry Van (DED-WAL GRO)
Driver Type,Company Driver
Home Time,Weekly
Home Time Duration,34-hour restarts.
Dedicated Account?,Yes
Avg Weekly Miles,Consistent (Option to run 6 days/week)
No Touch Freight,Yes
Driver Load / Unload,No","Category,Details
Average Weekly Pay,""$1,100 – $1,200""
CPM Range,$0.49 (0 months) – $0.60 (3 years)
Short Haul Pay,Not Specified
Stop Pay,Not Specified
Bonuses,""Driver Ranking Bonus (Safety, performance, and tenure)""
Unload Pay,N/A","Category,Details
Equipment Type,Reefer and Dry Van trailers
Transmission Type,""Automatics, Manuals""
Engine,Not Specified
Camera Orientation,""Front Facing, Event Only""
Bunks,Yes (Sleeper)","Category,Details
SAP Drivers,No
Teams Accepted,Prior approval needed (Solo-focused)
Owner Operators,Yes
Trainees,Yes (Accepted per Job Details; Note: Needs sheet says No)","Category,Details
Experience Required,12 months (per Needs Sheet)
Endorsements,None required
Residency,""Must live within 51–200 miles of Harrisonville, MO""
Shift / Schedule,Nights only; Weekend and Holiday work required
Dress Code,""No long nails, heels, or open-toe shoes""
Hiring Area,""KS, MO, AR, IA, IL, NE, OK"""
Swift,"Walmart – Corinne, UT Regional",UT,84307,,,"Category,Details
Job Description,""High-pace, demanding 24/7 dedicated grocery operation. All loads are round trips starting from the Corinne hub.""
Freight Type,Reefer (3-zone roll door) & Dry Van
Driver Type,Company Driver
Home Time,Once a week
Home Time Duration,Weekly home time.
Dedicated Account?,Yes
Avg Weekly Miles,""2,500 – 3,000""
No Touch Freight,Yes
Driver Load / Unload,No","Category,Details
Average Weekly Pay,""$1,000 – $1,500 (Yearly $60k – $75k)""
CPM Range,""Varies (Refer to """"Walmart Corinne PAY"""" PDF for specifics)""
Short Haul Pay,$20 for loads under 250 miles
Stop Pay,""$10 for 1st stop, $15 per stop thereafter""
Bonuses,""Driver Ranking Bonus (Safety, performance, and tenure)""
Unload Pay,N/A","Category,Details
Equipment Type,Automatic sleeper trucks
Transmission Type,Automatics (listed in Job Details)
Engine,Not Specified
Camera Orientation,""Front Facing, Event Only""
Bunks,Yes (Sleeper)","Category,Details
SAP Drivers,No
Teams Accepted,Yes
Owner Operators,Yes
Trainees,Yes (Accepted)","Category,Details
Experience Required,0 – 6 months (Open to Trainees)
Endorsements,None required
Shift / Schedule,Both Day/Night available; 24/7 operation
Work Days,Weekend and Holiday work required
Hiring Area,""CO, ID, UT, WY (Specific cities like SLC, St. George, Idaho Falls)"""
Swift,Kraft - Eastern Regional,"IA, IL, OH",,,,"Category,Details
Job Description,""Dedicated Kraft dry van freight hauling core lanes between IA, IL, and OH with occasional CA outbound.""
Freight Type,Dedicated Dry Van
Driver Type,Company Driver
Home Time,Weekly
Home Time Duration,34-hour restarts.
Dedicated Account?,Yes
Avg Weekly Miles,""2,200""
No Touch Freight,Yes (Preloaded/Drop & Hook focus)
Driver Load / Unload,No (Mix of live load/unload and drop & hook)","Category,Details
Average Weekly Pay,""$1,300""
CPM Range,$0.60 (0–6 mo) up to $0.70 (97+ mo)
Short Haul Pay,Not Specified
Stop Pay,Not Specified
Bonuses,""Driver Ranking Bonus (Safety, performance, and tenure)""
Unload Pay,N/A","Category,Details
Equipment Type,Dry Van
Transmission Type,""Automatics, Manuals""
Engine,Not Specified
Camera Orientation,""Front Facing, Event Only""
Bunks,Yes (Sleeper)","Category,Details
SAP Drivers,No
Teams Accepted,Limited (Solo-focused)
Owner Operators,Not Specified
Trainees,No (Per Needs Sheet; Job Details say yes)","Category,Details
Experience Required,6 months (Per Needs Sheet)
Endorsements,None required
Residency,""Commutable distance to terminals in IA, IL, or OH""
Shift / Schedule,Both Day/Night available
Work Days,Weekend work required; holidays based on capacity needs
Hiring Area,""IL, IN, MI, OH, WI"""
Swift,Georgia Pacific – Rincon,"GA, SC",31326,25,,"Category,Details
Job Description,""Dedicated dry van freight serving the East region. Hubs include Savannah, McDonough, Darlington, and Big Island.""
Freight Type,Dry Van (DED-DRY)
Driver Type,Company Driver
Home Time,Once a week
Home Time Duration,Weekly home time.
Dedicated Account?,Yes
Avg Weekly Miles,""1,600""
No Touch Freight,Yes
Driver Load / Unload,""No (Mix of live load/unload, preload, and drop & hook)""","Category,Details
Average Weekly Pay,""$1,100 – $1,300""
CPM Rate,$0.64 CPM
Short Haul Pay,$40 for loads under 100 miles
Stop Pay,NO STOP PAY
Bonus Offer,""$225 (Weekly performance, safety, and service bonus)""
Unload Pay,N/A","Category,Details
Equipment Type,Dry Van
Transmission Type,""Automatics, Manuals""
Engine,Not Specified
Camera Orientation,""Front Facing, Event Only""
Bunks,Yes (Sleeper)","Category,Details
SAP Drivers,No
Teams Accepted,NO (Closed)
Owner Operators,NO
Trainees,NO","Category,Details
Experience Required,6 months (First Seat)
Endorsements,None required
Residency,""Must live within 25 miles of Savannah, GA or Charlotte, NC""
Shift / Schedule,Both Day/Night available
Work Days,Weekend work required; all holidays except Christmas
Hiring Area,""GA, SC"""
Swift,625 - Automotive,MI,,200,"48134, 48164","Category,Details
Job Description,""Dedicated OTR automotive freight. Runs outbound from MI, then worked back to MI from various delivery locations.""
Freight Type,Dry Van (OTR-DRY)
Driver Type,Company Driver
Home Time,Every two weeks
Home Time Duration,14 days out; 34-hour restarts.
Dedicated Account?,Yes
Avg Weekly Miles,""1,500 – 2,100""
No Touch Freight,Yes
Driver Load / Unload,""No (Mix of live load/unload, preload, and drop & hook)""","Category,Details
Average Weekly Pay,""$1,200 – $1,500""
CPM Range,Standard OTR Pay Scale
Short Haul Pay,Same as OTR
Stop Pay,$15.00
Bonuses,Swift Driver Performance Bonus
Unload Pay,N/A","Category,Details
Equipment Type,Dry Van
Transmission Type,""Automatics, Manuals""
Engine,Not Specified
Camera Orientation,""Front Facing, Event Only""
Bunks,Yes (Sleeper)","Category,Details
SAP Drivers,No
Teams Accepted,NO (Closed)
Owner Operators,Yes
Trainees,Yes (Accepted)","Category,Details
Experience Required,0 – 6 months (Open to Trainees)
Endorsements,None required
Residency,""Must live within 200 miles of New Boston or Brownstown, MI""
Shift / Schedule,Both Day/Night available
Running Areas,""New Boston, Brownstown, Marysville, Toledo, Flint, Battle Creek""
Hiring Area,""IN, MI, NY, OH, PA, WV"""
Swift,"Dollar Tree – Berwick, PA",PA,,,"18603, 21220, 21078, 21074, 17603","Category,Details
Job Description,Dedicated Dollar Tree account involving high-volume physical unloads and night driving.
Freight Type,Dry Van (DED-DRY)
Driver Type,Company Driver
Home Time,Once a week
Home Time Duration,Weekly home time; 34-hour restarts.
Dedicated Account?,Yes
Avg Weekly Miles,""1,000""
No Touch Freight,NO
Driver Load / Unload,""Driver Unload Required (Full hand unload; 5,000+ pieces).""","Category,Details
Average Weekly Pay,""$1,600 – $1,900""
CPM Range,$1.10 per mile
Unload Pay,$270.00 per load
Stop Pay,$17.00 per stop
Bonuses,""Driver Ranking Bonus (Safety, performance, and tenure)""
Training Pay,$300 (Paid online orientation)","Category,Details
Equipment Type,Dry Van
Transmission Type,""Automatics, Manuals""
Engine,Not Specified
Camera Orientation,""Front Facing, Event Only""
Bunks,Yes (Sleeper)","Category,Details
SAP Drivers,No
Teams Accepted,Not Specified
Owner Operators,Not Specified
Trainees,No (First Seat/Experienced Only)","Category,Details
Experience Required,6 months (Per Needs Sheet)
Physical Demands,""Extremely High. Must be able to handle 5,000+ piece physical unloads.""
Skill Requirements,Must be comfortable with night driving and tight backing locations.
Residency,""Must live within 50 miles of hiring zip codes (Baltimore, Berwick, etc.).""
Hiring Area,""DC, DE, MD, NJ, PA, VA"""
Swift,"Walmart – Johnstown, NY Regional",NY,12095,200,,"Category,Details
Job Description,Dedicated Walmart Grocery account hauling reefer and dry van loads. High-volume regional operation.
Freight Type,Dedicated Grocery (Reefer & Dry Van)
Driver Type,Company Driver
Home Time,Every 2–3 weeks
Home Time Duration,Regional schedule; 14–21 days out.
Dedicated Account?,Yes
Avg Weekly Miles,Consistent (5–6 day work week)
No Touch Freight,Yes
Driver Load / Unload,No (Possible drop and hook)","Category,Details
Average Weekly Pay,""$1,600""
Guaranteed Pay,""$1,000/week guaranteed for the first 6 months""
CPM Range (Solo),$0.69 (0 mo) – $0.81 (36+ mo)
Stop Pay,$10 for 1st stop; $15 for each additional
Short Haul Pay,$15 flat on loads with 1–50 loaded miles
Detention Pay,$20/hour after 2 hours
Additional Pay,$15.00 second load pay","Category,Details
Equipment Type,Sleeper trucks; Reefer & Dry Van trailers
Transmission Type,""Automatics, Manuals""
Engine,Not Specified
Camera Orientation,""Front Facing, Event Only""
Bunks,Yes","Category,Details
Hiring Restrictions,""No hiring from Buffalo, NYC, or Boston""
SAP Drivers,No
Teams Accepted,NO (Closed)
Owner Operators,NO
Trainees,Yes (Accepted per Job Details; Note: Needs sheet says No)","Category,Details
Experience Required,6 months (Per Needs Sheet)
Endorsements,None required
Residency,""Must live within 200 miles of Johnstown, NY (excluding restricted cities)""
Shift / Schedule,""Day, Night, or Both available; Night/Weekend work expected""
Work Days,Includes holidays and winter weather driving
Hiring Area,""CT, MA, NH, NJ, NY"""
Swift,Georgia Pacific – Huntsville,AL,35801,,,"Category,Details
Job Description,""Dedicated dry van freight hauling """"out and back"""" runs from the Huntsville hub with expectations of backhauls.""
Freight Type,Dedicated Dry Van
Driver Type,Company Driver
Home Time,Once a week
Home Time Duration,Weekly home time.
Dedicated Account?,Yes
Avg Weekly Miles,""1,800 – 2,000""
No Touch Freight,Yes
Driver Load / Unload,No (Mostly drop and hook)","Category,Details
Average Weekly Pay,""$1,200 – $1,400""
Short Haul Pay,No
Stop Pay,No
Unload Pay,No
Bonuses,""Driver Ranking Bonus (Safety, performance, and tenure)""
Orientation Pay,$300 (Paid only if officially hired)","Category,Details
Equipment Type,Dry Van
Transmission Type,""Automatics, Manuals""
Engine,Not Specified
Camera Orientation,""Front Facing, Event Only""
Bunks,Yes (Sleeper)","Category,Details
SAP Drivers,No
Teams Accepted,NO (Closed)
Owner Operators,NO
Trainees,NO (Experienced drivers only)","Category,Details
Experience Required,6 months (Per Needs Sheet)
Endorsements,None required
Residency,""Must live within 50 miles of Montgomery or Birmingham, AL""
Shift / Schedule,Both Day/Night available
Work Days,Weekend work required; all holidays except Christmas
Hiring Area,Alabama"
Swift,"Great Lakes Regional – Detroit, MI",MI,48164,300,,"Category,Details
Job Description,Regional Great Lakes freight operation focusing on OTR dry van loads throughout the region.
Freight Type,Dry Van (OTR-DRY)
Driver Type,Company Driver
Home Time,Every Two Weeks
Home Time Duration,14 days out; OTR/Regional mix.
Dedicated Account?,No (General Freight)
Avg Weekly Miles,""1,500 – 2,000""
No Touch Freight,Yes
Driver Load / Unload,""No (Mix of drop & hook, preload, and live load/unload)""","Category,Details
Average Weekly Pay,""$1,100 – $1,500""
CPM Rate,$0.56 per mile (Starting 0–6 months)
Short Haul Pay,Not Specified
Stop Pay,Not Specified
Bonuses,""Driver Ranking Bonus (Safety, performance, and tenure)""
Orientation Pay,$300 (Paid only if officially hired)","Category,Details
Equipment Type,Dry Van trailers
Transmission Type,""Automatics, Manuals""
Engine,Not Specified
Camera Orientation,""Front Facing, Event Only""
Bunks,Yes (Sleeper)","Category,Details
SAP Drivers,No
Teams Accepted,Not Specified
Owner Operators,Not Specified
Trainees,Yes (Accepted)","Category,Details
Experience Required,0 – 6 months (Open to Trainees and First Seat)
Endorsements,None required
Residency,""Must live within 300 miles of New Boston, MI""
Shift / Schedule,Both Day and Night shifts required
Operational Challenges,Cold weather operations and variable routes
Hiring Area,""IL, IN, KY, MD, MI, NY, OH, PA, WI, WV"""
Barr-Nunn,OTR 11 North,PA,17345,,,"Category,Details
Job Description,Over-the-road dry van operation focusing on the North/Northeast lanes. High emphasis on safety bonuses.
Freight Type,Dry Van
Driver Type,Company Driver
Home Time,Every other weekend
Home Time Duration,3 days off every 14 days.
Dedicated Account?,No (General Freight)
Avg Weekly Miles,High (Expected annual $90k+)
No Touch Freight,Yes
Driver Load / Unload,No","Category,Details
Average Weekly Pay,""$1,730 – $1,923 (Yearly $90k–$100k)""
Band Pay,Higher pay per mile for loads under 400 miles to boost earnings.
CSA Safety Bonus,$700 – $875 + PTO paid every 90 days.
On-Road Safety Bonus,$600 paid every 90 days.
Anniversary Bonus,$100 per year of service (no cap).
Transition Bonus,CSA and On-Road bonuses paid on 1st check.","Category,Details
Equipment Type,Late-model sleepers
Transmission Type,Automatics
Engine,Not Specified
Camera Orientation,Event Only
PasSmart,Access to 68 MPH for 60 mins/day for safe drivers.","Category,Details
SAP Drivers,No
Teams Accepted,Yes
Owner Operators,Yes (Leasing options available)
Trainees,No","Category,Details
Experience Required,9 months
Endorsements,Hazmat preferred (results in higher safety bonuses)
Physical Demands,Must pass Human Performance Evaluation (HPE)
Orientation,4 days; Monday start; $300 Orientation Pay
Hiring Area,""CT, DE, IL, IN, KY, MA, MD, NJ, OH, PA, RI, VA"""
Barr-Nunn,Regional North,PA,17345,,,"Category,Details
Job Description,Regional dry van operation focusing on Northern/Northeast lanes with guaranteed weekend home time.
Freight Type,Dry Van
Driver Type,Company Driver
Home Time,Weekends
Home Time Duration,Weekly home time (Weekends).
Dedicated Account?,No (General Freight)
Avg Weekly Miles,High (Expected annual $85k+)
No Touch Freight,Yes
Driver Load / Unload,No","Category,Details
Average Weekly Pay,""$1,634 – $2,019 (Yearly $85k–$105k)""
Band Pay,Higher pay per mile for hauls under 400 miles (Sh shorter hauls = higher pay).
CSA Safety Bonus,$700 – $875 + PTO paid every 90 days.
On-Road Safety Bonus,$600 every 90 days.
Anniversary Bonus,$100 per year of service (No cap).
Transition Bonus,CSA and On-Road bonuses paid on 1st check; extra bonus after 30 days.","Category,Details
Equipment Type,Late-model sleepers
Transmission Type,Automatics
Engine,Not Specified
Camera Orientation,Event Only
Speed/PasSmart,Access to 68 MPH for 60 mins/day for safe drivers.","Category,Details
SAP Drivers,No
Teams Accepted,Yes
Owner Operators,Yes
Trainees,No","Category,Details
Experience Required,9 months
Endorsements,Hazmat preferred (increases CSA safety bonus amount).
Physical Demands,Must pass Human Performance Evaluation (HPE).
Orientation,4 days; Monday start; $300 Orientation Pay.
Hiring Area,""CT, DE, IL, IN, KY, MA, MD, NJ, OH, PA, RI"""
CR England,Ded-Dollar Tree Warrensburg-MO,MO,64093,100,,"Category,Details
Job Description,Dedicated Dollar Tree account for active drivers. Involves high-pace physical unloading using rollers to deliver dry freight to retail stores.
Freight Type,Dry Van (Dedicated)
Driver Type,Company Driver
Home Time,Weekly
Home Time Duration,34-hour reset (Typically includes Saturday or Sunday).
Dedicated Account?,Yes
Avg Weekly Miles,""1,600""
No Touch Freight,NO
Driver Load / Unload,Driver Unload Required (Hand unload using rollers; no pallets or lumpers).","Category,Details
Average Weekly Pay,""$1,610 (Top earners $2,099)""
CPM Range,$0.70 (0-8 mos) – $0.76 (49+ mos)
Load Pay,$320 per load (Average 2 loads per week)
Stop Pay,Included in load/mileage (4-5 stops per load)
Bonuses,Up to 3% Safe & On-Time Mileage Bonus
Mentor Pay,$220 per day (5-Day Mentor Pay)","Category,Details
Equipment Type,Sleeper trucks (Take-home permitted)
Transmission Type,Automatics
Engine,Not Specified
Camera Orientation,""Front Facing, Event Only""
Unloading Gear,Roller system provided in trailer","Category,Details
SAP Drivers,No
Teams Accepted,Not Specified (Solo focused)
Owner Operators,Not Specified
Trainees,No","Category,Details
Experience Required,6 months
Physical Demands,High. Must be willing/able to hand-unload entire trailers.
Shift / Schedule,Store deliveries start at 05:00 or 23:00; requires 24/7 flexibility.
Operating Area,""MN, SD, ND, IA, NE, KS, MO, AR, OK, TN, KY""
Hiring Area,""MO, MN, NE, IA, UT"""
CR England,Ded-Dollar Tree Joliet IL,IL,60436,75,,"Category,Details
Job Description,""Dedicated Regional dry freight delivery out of Joliet to WI, IA, MN, MI, IN, and Northern KY. High-activity role involving three turns per week.""
Freight Type,Dry Van (Dedicated)
Driver Type,Company Driver
Home Time,Weekly
Home Time Duration,34-hour reset (usually Saturday/Sunday or Sunday/Monday).
Dedicated Account?,Yes
Avg Weekly Miles,""~1,500 – 1,800 (Based on 3 loads/week)""
No Touch Freight,NO
Driver Load / Unload,Driver Unload Required (Hand unload at customer using rollers; no lumpers or pallet jacks).","Category,Details
Average Weekly Pay,""$1,756 (Top earners $1,949)""
CPM Range,$0.82 (0-6 mos) – $0.88 (61+ mos)
Load Pay,$340 per load (Average 3 loads per week)
Backhaul Pay,$25 per occurrence
Detention Pay,$0 per hour
Mentor Pay,$150 per day (5-Day Mentor Pay)
Annualized Pay,""$91,309 – $101,326""","Category,Details
Equipment Type,Sleeper trucks pulling 53' dry trailers
Transmission Type,Automatics
Engine,Not Specified
Camera Orientation,""Front Facing, Event Only""
Take Home Truck,Yes (Must have a safe and secure place to park)","Category,Details
SAP Drivers,No
Teams Accepted,Not Specified
Owner Operators,Not Specified
Trainees,No (First Seat/Experienced Only)","Category,Details
Experience Required,6 months
Physical Demands,Very High. Constant hand unloading of retail freight using a roller system.
Shift / Schedule,Mon-Fri or Tue-Sat (Decided during interview).
Stops per Load,3 to 5 stops on average.
Hiring Area,Illinois (75-mile radius of Joliet)"
CR England,Ded-Family Dollar St George UT,UT,84790,,,"Category,Details
Job Description,Dedicated Family Dollar account hauling dry freight. High-activity role requiring manual unloading at store locations.
Freight Type,Dry Van (Dedicated)
Driver Type,Company Driver
Home Time,Weekly
Home Time Duration,34-hour reset; days off vary based on demand.
Dedicated Account?,Yes
Avg Weekly Miles,""1,400 – 1,700""
No Touch Freight,NO
Driver Load / Unload,Driver Unload Required (Hand unload using rollers; ground level climbing required).","Category,Details
Average Weekly Pay,""$1,759 (Top earners $2,274)""
CPM Range,$0.62 (0-6 mos) – $0.68 (61+ mos)
Load Pay,$320 per load (Average 1-2 loads per week)
Detention Pay,$0 per hour
Bonuses,Up to 3% Safe & On-Time Mileage Bonus
Annualized Pay,""$91,000 – $118,000""","Category,Details
Equipment Type,Tandem-Axle Sleeper trucks pulling 53' trailers
Transmission Type,Automatics
Engine,Not Specified
Camera Orientation,""Front Facing, Event Only""
Facility Location,""4815 South River Road, St. George, UT""","Category,Details
SAP Drivers,No
Teams Accepted,Not Specified
Owner Operators,Not Specified
Trainees,No (First Seat/Experienced Only)","Category,Details
Experience Required,6 months
Physical Demands,High. Hand unloading with rollers; frequent climbing in/out of trailer.
Shift / Schedule,06:00 AM Start Time; up to 14-hour workdays.
Operating Area,""NV, CA, AZ, MT, NM, ND, SD, UT""
Hiring Area,""NM, UT, NV"""
CR England,"Dollar Tree – West Memphis, AR",AR,72301,,,"Category,Details
Job Description,Full-time dedicated dry freight delivery out of West Memphis to multiple Southern and Midwestern states. Highly active role.
Freight Type,Dry Van (Dedicated)
Driver Type,Company Driver
Home Time,Weekly
Home Time Duration,34-hour reset weekly.
Dedicated Account?,Yes
Avg Weekly Miles,""1,500""
No Touch Freight,NO
Driver Load / Unload,Driver Unload Required (Unloading full trailers using roto-carts and lift gates).","Category,Details
Average Weekly Pay,""$1,380 (Top earners $1,700)""
CPM Range,$0.515 (0-1 yr) – $0.605 (9 yrs)
Load Pay,$150 per load (Average 3 loads per week)
Stop Pay,Included (Average 3 stops per load)
Detention Pay,$0 per hour
Mentor Pay,$200 per day (5-Day Mentor Pay)
Annualized Pay,""$71,760 – $88,400""","Category,Details
Equipment Type,Sleeper trucks pulling 53' dry trailers
Transmission Type,Automatics
Engine,Not Specified
Camera Orientation,""Front Facing, Event Only""
Parking,Drivers need to park truck at home or a secure location.","Category,Details
SAP Drivers,No
Teams Accepted,Not Specified
Owner Operators,Not Specified
Trainees,No (First Seat/Experienced Only)","Category,Details
Experience Required,6 months
Physical Demands,High. Hand-unloading using roto-carts and lift gates.
Shift / Schedule,Full-time schedule with variable delivery windows.
Operating Area,""TX, OK, TN, AR, LA, MS, MO, KY, IL, AL""
Hiring Area,""AR, MO, MS, TN (100-mile radius of West Memphis)"""
Hogan,Target West Jefferson Team,OH,43162,90,,"Category,Details
Job Description,""Dedicated FDC (Food Distribution Center) team grocery account delivering to Target stores. Requires hauling perishables, pork, and alcohol.""
Freight Type,Reefer (Multiple temp zones) & Dry Van
Driver Type,Company Driver (Teams)
Home Time,Weekly
Home Time Duration,34–48 hours (Consecutive days off).
Dedicated Account?,Yes
Avg Weekly Miles,""4,300 (Team)""
No Touch Freight,Yes (100% no-touch; driver counts pallets)
Driver Load / Unload,Driver assist at some stores; responsible for bulkheads and rear doors.","Category,Details
Average Weekly Pay,""$2,258 (Per Team)""
Annualized Pay,""$117,416 (W-2 Average)""
Mileage Pay,$1.00 / mi split
Stop Pay,$18.00 / stop split (Avg 12 stops/week)
Sign-On Bonus,""$10,000 Split ($5,000 per driver)""
Guaranteed Pay,""$1,200 weekly guarantee for the first 60 days""
Holiday Pay,$80.00 (Eligible after 30 days)","Category,Details
Equipment Type,2024+ Freightliner and International Sleeper Trucks
Transmission Type,Automatics
Trailer Type,53' (Swing/Roll door) and 28' (Lift gate)
Camera Orientation,Front Facing and Driver Facing (Event Only)
Take Home Truck,No (Trucks parked at DC or Indy shop)","Category,Details
Drug Test Type,Hair Follicle
SAP Drivers,No
Owner Operators,No
Trainees,No
Slip Seat,No (Assigned Trucks)","Category,Details
Experience Required,6 months
Endorsements,None specified (Must haul alcohol/pork)
Shift / Schedule,Block dispatch (4-hour windows); Must work at least one weekend day.
Training,""4 days (2 FDC runs, 2 RDC runs); Paid $250/day.""
Pets / Riders,Allowed after 90 days.
Hiring Area,""OH, KY, IN (Specific radii around hubs)"""
National Carriers,Regional,TX,75060,,,"Category,Details
Job Description,Regional refrigerated freight operation. Includes a mix of multi-stop freight with higher accessorial pay compared to OTR.
Freight Type,Refrigerated (Reefer)
Driver Type,Company Driver
Home Time,Out 10–14 days
Home Time Duration,1 day off for every 6 days out (Max 4 days).
Dedicated Account?,No (General Freight)
Avg Weekly Miles,""2,200 – 2,400 (Regional)""
No Touch Freight,Yes (100%)
Driver Load / Unload,No (50% Drop & Hook)","Category,Details
Average Weekly Pay,""$1,200 – $1,400 gross""
Line Haul Rate,$0.50 CPM
Accessorial Pay,$0.03 – $0.04 CPM weekly
Performance Bonus,$0.04 CPM
Sign-On Bonus,""$3,000 ($300/mo for 10 months)""
Orientation Pay,$250 for 3 days","Category,Details
Equipment Type,2019–2021 Kenworth T-680s
Transmission Type,Automatics and Manuals
Amenities,""APU, Refrigerator, Bluetooth, Double Bunks, 2500-watt Inverter""
Camera Orientation,""Front Facing, Event Only""
Truck Speed,68 MPH
Take Home Truck,Yes","Category,Details
Drug Test Type,Urine Only
SAP Drivers,No
Teams Accepted,""Yes (4,500 – 5,000 miles/week)""
Owner Operators,Not Specified
Trainees,No","Category,Details
Experience Required,6 months
Endorsements,Hazmat (approx. 10% of loads)
Orientation,""3 days in Irving, TX; Air travel/lodging/meals provided.""
Rider/Pet Policy,Yes (Both allowed)
Hiring Area,""AR, CO, IA, IL, IN, KS, MO, NE, OH, OK, TX"""
