Carrier,Title,State,Zip code,Hiring radius miles,Multi zip codes,Job Details,Pay Details,Equipment Details,Key Disqualifiers,Requirements
Swift,"Walmart – Moberly, MO",MO,65270,,"65243, 65201, 65204, 65240","Category,Details
Job Description,""Dedicated grocery account hauling reefer trailers for regional round-trip deliveries (Columbia, Moberly, Boonville, Macon).""
Freight Type,Reefer (DED–WAL GRO)
Driver Type,Company Driver
Home Time,Once a Week
Home Time Duration,Home weekly.
Dedicated Account?,Yes
Avg Weekly Miles,""2,100""
No Touch Freight,Yes (Stores unload trailers)
Driver Load / Unload,No (Mix of live load/unload and drop & hook)","Category,Details
Average Weekly Pay,""$1,400""
CPM Range,$0.49 (Entry) – $0.61 (3+ Years)
Weekend Differential,+ $0.03 CPM (Fri 17:00 – Mon 04:00)
Stop Pay,$10 for 1st stop; $15 each additional
Bonuses,Swift Driver Performance Bonus
Unload Pay,N/A","Category,Details
Equipment Type,Reefer Trailers
Transmission Type,""Automatics, Manuals""
Engine,Not Specified
Camera Orientation,""Front Facing, Event Only""
Bunks,Yes (Sleeper)","Category,Details
SAP Drivers,No
Teams Accepted,Yes
Owner Operators,No
Trainees,Yes (Accepted per Job Details; Note: Needs sheet says No)","Category,Details
Experience Required,6 months (Per Needs Sheet)
Endorsements,None required
Shift / Schedule,Nights required; Weekend work required
Work Days,Every holiday except Thanksgiving and Christmas
Residency,""Must live within 50 miles of Moberly, MO hub""
Hiring Area,""MO, IA"""
Swift,"Dollar Tree – Chesapeake, VA",VA,23320,70,,"Category,Details
Job Description,Dedicated dry van account for Dollar Tree. Involves floor-loaded freight and manual unloading using a roller system.
Freight Type,Dry Van (DED-DRY)
Driver Type,Company Driver (Solo Only)
Home Time,Weekends
Home Time Duration,Weekly; Home weekends (Occasional Saturday deliveries).
Dedicated Account?,Yes
Avg Weekly Miles,""1,000""
No Touch Freight,NO
Driver Load / Unload,Driver Unload Required (Floor load and roller delivery).","Category,Details
Average Weekly Pay,""$1,800""
CPM Rate,$0.90 CPM
Unload Pay,$240.00
Stop Pay,$20.00
Short Haul Pay,$40 for loads under 51 miles
Bonus Offer,$100 weekly
Orientation Pay,$300 (Paid only if officially hired)","Category,Details
Equipment Type,Dry Van
Transmission Type,""Automatics, Manuals""
Engine,Not Specified
Camera Orientation,""Front Facing, Event Only""
Specialized Gear,""Rollers, racks, and load bars provided for unloading.""","Category,Details
SAP Drivers,No
Teams Accepted,NO (Solo only)
Owner Operators,NO
Trainees,Yes (Accepted per Job Details; Note: Needs sheet says No)","Category,Details
Experience Required,6 months (First Seat/Experienced)
Endorsements,None required
Physical Demands,High. Hand unloading floor-loaded trailers using rollers.
Shift / Schedule,""Both Day/Night; """"Leave out the night before with early morning stop.""""""
Hiring Area,""Within 70 miles of Chesapeake, VA (23320)"""
Swift,"Finch Paper – Glens Falls, NY",NY,12801,100,,"Category,Details
Job Description,Dedicated dry van account hauling paper products. 70% of loads deliver to NJ and PA. Requires a Monday–Friday schedule with day shifts.
Freight Type,Dry Van (DED-DRY)
Driver Type,Company Driver
Home Time,Weekends
Home Time Duration,Home every weekend; Monday–Friday schedule.
Dedicated Account?,Yes
Avg Weekly Miles,""1,700""
No Touch Freight,NO (Driver Unload Required per profile summary; though Job Details list Live Unload/Preload)
Driver Load / Unload,Yes (Live unload/preload)","Category,Details
Average Weekly Pay,""$1,300""
CPM Rate,$0.66 CPM
Short Haul Pay,$35 flat rate
Stop Pay,$15
Backhaul Pay,$50 (when available)
On-Call Pay,$150 per day if no load is available
Orientation Pay,$300 (Paid only if officially hired)","Category,Details
Equipment Type,Standard Dry Van
Transmission Type,""Automatics, Manuals""
Special Equipment,Tire chains (Chaining may be required for winter driving)
Camera Orientation,""Front Facing, Event Only""
Bunks,Yes","Category,Details
SAP Drivers,No
Teams Accepted,NO
Owner Operators,NO
Trainees,Yes (Accepted per Job Details; Note: Needs sheet says No)","Category,Details
Experience Required,6 months (First Seat/Experienced)
Endorsements,None required
Shift / Schedule,Day Shift
Work Days,Monday–Friday (Weekend work is voluntary)
Hiring Area,""CT, MA, NH, NY, VT (Must live within 100 miles of Glens Falls)"""
Swift,"Dollar Tree – Olive Branch, MS","MS, LA",,,"386, 543, 701, 172, 401","Category,Details
Job Description,""Dedicated dry van account for Dollar Tree out of Olive Branch, MS. High-activity role requiring manual floor unloading.""
Freight Type,Dry Van (DED-DRY)
Driver Type,Company Driver
Home Time,Once a week
Home Time Duration,Weekly home time.
Dedicated Account?,Yes
Avg Weekly Miles,""1,000 – 1,700""
No Touch Freight,NO
Driver Load / Unload,Driver Unload Required (Full hand unload; must lift 50–75 lbs).","Category,Details
Average Weekly Pay,""$1,300 – $1,700""
CPM Rate,$0.50 CPM
Unload Pay,$200.00 per load
Stop Pay,$25.00
Short Haul Pay,$40 for loads under 100 miles
Weekly Bonus,""$100 (5 days availability, no failures/accidents)""
Orientation Pay,$300 (Paid only if officially hired)","Category,Details
Equipment Type,Dry Van
Transmission Type,""Automatics, Manuals""
Engine,Not Specified
Camera Orientation,""Front Facing, Event Only""
Bunks,Yes (Sleeper)","Category,Details
SAP Drivers,No
Teams Accepted,NO (Closed)
Owner Operators,NO
Trainees,Yes (Accepted per Job Details; Note: Needs sheet says No)","Category,Details
Experience Required,6 months (First Seat/Experienced)
Physical Demands,High. Full hand unload; must be able to lift up to 75 lbs.
Skill Requirements,Must be comfortable with night driving and tight backing areas.
Residency,""Must live within 50 miles of Olive Branch, Memphis, or New Orleans.""
Hiring Area,""AR, KY, MO, MS, TN, LA"""
Swift,"Cabela's - Tooele, UT",UT,84120,,,"Category,Details
Job Description,""Dedicated account delivering dry and refrigerated freight to Cabela’s stores. Routes run from Tooele, UT to all points west.""
Freight Type,Dry Van & Reefer
Driver Type,Company Driver (Solo)
Home Time,Weekly (for UT-based drivers)
Home Time Duration,34-hour restarts. (Outlying areas may run 10–21 days out).
Dedicated Account?,Yes
Avg Weekly Miles,""1,500 – 2,200""
No Touch Freight,Yes (Preloaded and drop)
Driver Load / Unload,No (Mix of live load and drop & hook)","Category,Details
Average Weekly Pay,""$1,500""
CPM Range,$0.60 – $0.70 CPM (Based on experience)
Stop Pay,$50.00
Unload Pay,N/A
Bonus Offer,No
Orientation Pay,$300 (Paid only if officially hired)","Category,Details
Equipment Type,Dry Van and Reefer trailers
Transmission Type,""Automatics, Manuals""
Engine,Not Specified
Camera Orientation,""Front Facing, Event Only""
Bunks,Yes (Sleeper)","Category,Details
SAP Drivers,No
Teams Accepted,NO (Closed)
Owner Operators,NO
Trainees,NO","Category,Details
Experience Required,6 months (First Seat/Experienced)
Endorsements,None required
Shift / Schedule,Both Day/Night available
Work Days,Weekend work required; holidays vary
Special Note,High service required for multi-stop loads; weather can be dicey
Hiring Area,Utah (50-mile radius of 84120)"
Swift,"626 Midwest - Detroit, MI",MI,48164,100,,"Category,Details
Job Description,""Regional OTR-DRY operation based in New Boston, MI. Loads typically keep the driver within 400 miles of home.""
Freight Type,Dry Van (OTR-DRY)
Driver Type,Company Driver (Solo)
Home Time,Every Two Weeks
Home Time Duration,14 days out; Regional coverage.
Dedicated Account?,No (General Freight)
Avg Weekly Miles,""1,600 – 2,000""
No Touch Freight,Yes
Driver Load / Unload,""No (Live load/unload, preload, and drop & hook)""","Category,Details
Average Weekly Pay,""$1,200 – $1,500""
CPM Rate,$0.56 (0-3 mo) up to $0.64 (60+ mo)
Short Haul Pay,$40 for loads under 51 miles
Stop Pay,$15.00
Bonuses,Swift Driver Performance Bonus
Orientation Pay,$300 (Paid only if officially hired)","Category,Details
Equipment Type,Dry Van
Transmission Type,""Automatics, Manuals""
Engine,Not Specified
Camera Orientation,""Front Facing, Event Only""
Bunks,Yes (Sleeper)","Category,Details
SAP Drivers,No
Teams Accepted,NO
Owner Operators,NO
Trainees,YES (Accepted)","Category,Details
Experience Required,0 – 6 months (Open to Trainees)
Endorsements,None required
Shift / Schedule,Both Day and Night shifts required
Operating Area,""Michigan, Ohio, Indiana, Kentucky, and Illinois""
Residency,""Must live within 100 miles of New Boston, MI"""
Swift,"Dicks Sporting Goods – Plainfield, IN",IN,,75,"46168, 46201","Category,Details
Job Description,Dedicated dry van account delivering to Dick's Sporting Goods retail locations. Includes mall deliveries and multi-stop routes.
Freight Type,Dry Van (DED-DRY)
Driver Type,Company Driver (Solo)
Home Time,""Weekly (Out Sunday, Home Friday)""
Home Time Duration,34-hour restarts; Monday–Friday active schedule.
Dedicated Account?,Yes
Avg Weekly Miles,""1,400 – 2,000""
No Touch Freight,Yes
Driver Load / Unload,No (Some double drop and hooks required)","Category,Details
Average Weekly Pay,""$1,400 – $1,500""
Pay Type,$247.00 Daily Salary
Short Haul Pay,No
Stop Pay,No (Included in daily salary)
Bonus Offer,No
Orientation Pay,$300 (Paid only if officially hired)","Category,Details
Equipment Type,Dry Van
Transmission Type,""Automatics, Manuals""
Engine,Not Specified
Camera Orientation,""Front Facing, Event Only""
Bunks,Yes (Sleeper)","Category,Details
SAP Drivers,No
Teams Accepted,NO (Closed)
Owner Operators,NO
Trainees,YES (Accepted)","Category,Details
Experience Required,0 – 6 months (Open to Trainees)
Endorsements,None required
Shift / Schedule,Both Day/Night available; some night driving required
Skills,Must be comfortable with tough backing (Mall deliveries/Tight docks)
Work Days,""Out Sunday, Home Friday; Weekend work is voluntary""
Hiring Area,""IL, IN (Must live within 75 miles of hubs)"""
CR England,Ded-Schreiber Teams,"UT, MO, WI, PA, TX",,100,"84321, 64836, 54115, 53581, 17257, 76401","Category,Details
Job Description,Dedicated team account running static weekly routes between Schreiber distribution centers. Picking up preloaded trailers and delivering to drop trailer DCs.
Freight Type,Refrigerated (No Touch)
Driver Type,Company Driver (Teams Only)
Home Time,Every 3–4 Weeks
Home Time Duration,3–4 days home for every 3–4 weeks out.
Dedicated Account?,Yes
Avg Weekly Miles,""4,900 (Team mileage)""
No Touch Freight,Yes
Driver Load / Unload,No (Preloaded/Drop trailers)","Category,Details
Average Weekly Pay,""$1,764 (Top earners $2,077)""
CPM Range (Split),$0.29 (0-2 mo) – $0.405 (120+ mo)
Annualized Pay,""$91,716 – $108,007""
Training Pay,Minimum wage for 4–5 hours of orientation.
Referral Bonus,Unlimited Cash Referral Program","Category,Details
Equipment Type,Tandem-Axle Sleeper trucks
Transmission Type,Automatics
Engine,Not Specified
Camera Orientation,""Front Facing, Event Only""
Trailer Type,53' Refrigerated trailers","Category,Details
Solo Drivers,NO (Account only takes true teams)
SAP Drivers,No
Owner Operators,Not Specified
Trainees,No
Matching Requirements,Matched partners must live within 50 miles of each other.","Category,Details
Experience Required,3 months
Endorsements,None specified
Domicile,Must live within 100 miles of a customer DC.
Hiring Area,""AR, KS, MO, OK, UT, WI (Currently seeking teams in UT and MO)"""
Epes,Shorthaul Regional,NC,27409,,,"Category,Details
Job Description,Short-haul dry van regional operation with a very low average length of haul (287 miles). High concentration of freight in the Southeast.
Freight Type,Dry Van (FAK)
Driver Type,Company Driver (Solo)
Home Time,Home Weekly
Home Time Duration,Weekly (Specific requests may be accommodated)
Dedicated Account?,No (General Freight)
Avg Weekly Miles,""1,695 miles""
No Touch Freight,Yes
Driver Load / Unload,No (Mixture of live load/unload and drop & hook)","Category,Details
Average Weekly Pay,""$933 (Top earners $1,183)""
CPM Rate,$0.55 CPM (New pay effective 10/5/2025)
Minimum Guarantee,""1,500 miles guaranteed""
Utilization Bonus,""Monthly tiers: 9k miles (+.03),10kmiles(+.06), 11k miles (+$.09)""
Orientation Pay,$125 - $225 (Paid after first dispatch)
Holiday Pay,Based on average of prior 52 weeks","Category,Details
Equipment Type,Sleeper trucks (Assigned)
Transmission Type,Automatics
Engine,Not Specified
Camera Orientation,Front Facing and Driver Facing (Event Only)
Bunks,Yes","Category,Details
Drug Test Type,Urine Only
SAP Drivers,No
Trainees,No
Experience Required,12 Months","Category,Details
Experience Required,1 year (12 months)
Endorsements,Hazmat Fee Reimbursement available (FAK freight)
Rider/Pet Policy,Yes (Both allowed)
Orientation,""1–3 days (Average 1 day); Greensboro, NC or Rockwall, TX.""
Hiring Area,""GA, NC, SC, VA (Also Central VA, FL, and Eastern TN)"""
P&S Transportation,Flatbed,AL,35203,,,"Category,Details
Job Description,""General freight flatbed operation with flexible, non-forced dispatch. Most drivers run regional within a 5-state radius.""
Freight Type,Flatbed
Driver Type,Company Driver (Solo)
Home Time,Monday – Friday/Saturday
Home Time Duration,Weekly (At least a 34-hour restart).
Dedicated Account?,No
Avg Weekly Miles,""2,000 – 2,500""
No Touch Freight,NO (40%–50% of loads require tarping)
Physical Labor,Tarping and Strapping Required","Category,Details
Average Weekly Pay,""$1,400 – $1,600 gross""
Pay Structure,27% of the load (~$0.70 CPM equivalent)
Sign-On Bonus,""$5,000 total ($1,500 after 1st load, $1,500 at 6mo, $2,000 at 1yr)""
Tarp Pay,$40 per load tarped
Detention Pay,$16 per hour after 2 hours
Layover Pay,$50 per day after 24 hours empty
Per Diem,$300 weekly non-taxed portion","Category,Details
Equipment Type,Late-model Sleepers
Transmission Type,Automatics
Amenities,Bunk heaters; No idle limit (award program based)
Camera Orientation,Driver Facing (Event Only)
Take Home Truck,Yes (If attached to trailer or parked safely at truck stop)","Category,Details
Job Hopping,Drivers with 6+ jobs in the last 3 years do not qualify for Sign-On Bonus
Drug Test Type,Urine Only
SAP Drivers,No
Trainees,No
Experience Required,12 Months (1 Year)","Category,Details
Experience Required,1 year (12 months)
Endorsements,None (0% Hazmat loads)
Rider Policy,Free from day one (18+ years old)
Pet Policy,Yes (No cost or breed restrictions)
Orientation,""3 days in Birmingham, AL; Plane or Rental car provided.""
Hiring Area,""31 States (AL, AR, CT, DE, FL, GA, IA, IL, IN, KY, LA, MD, ME, MI, MN, MO, MS, NC, NH, NJ, NY, OH, PA, RI, SC, TN, TX, VA, VT, WI, WV)"""
Epes,Family Dollar Regional,NC,28105,,,"Category,Details
Job Description,Dedicated regional account delivering to Family Dollar stores. High-activity role requiring multi-stop deliveries and manual unloading.
Freight Type,Dry Van (Dedicated)
Driver Type,Company Driver (Solo)
Home Time,Weekends
Home Time Duration,Generally 34–40 hours; typically home Friday evenings and leave out Sunday afternoon.
Dedicated Account?,Yes
Avg Weekly Miles,""1,500""
No Touch Freight,NO
Driver Load / Unload,Driver Unload Required (Using roll carts and liftgate trailers).","Category,Details
Average Weekly Pay,""$1,500 – $2,000 (Top drivers up to $2,200)""
Mileage Pay,$0.52 CPM
Stop Pay,$32.00 per stop (Avg 15+ stops per week)
Unload Pay,$112.00 per trailer (Avg 3–4 trailers per week)
Training Pay,$200.00 per day
Orientation Pay,$125 – $225 (Paid after first day/dispatch)","Category,Details
Equipment Type,Single sleepers (Assigned)
Transmission Type,Automatics
Trailer Type,Liftgate trailers equipped with roll carts
Camera Orientation,Front Facing and Driver Facing (Event Only)
Take Home Truck,Yes (If on route; otherwise park at Matthews/Charlotte terminal)","Category,Details
Drug Test Type,Urine Only
SAP Drivers,No
Trainees,No
Experience Required,12 Months (1 Year)","Category,Details
Experience Required,1 year (12 months)
Physical Demands,High. Constant unloading of roll carts via liftgate.
Schedule,Monday–Friday; Sunday afternoon departures are standard.
Rider Policy,Yes (Must remain in truck during deliveries).
Hiring Area,""NC, SC, GA, AL"""
US Xpress,"DT Savannah, GA",GA,31401,,,"Category,Details
Job Description,Dedicated Dollar Tree account involving 100% touch freight. Drivers deliver box-by-box using rollers to Dollar Tree and occasional Family Dollar stores.
Freight Type,Dry Van (Dedicated)
Driver Type,Company Driver (Solo)
Home Time,Weekly
Home Time Duration,34-hour reset; not guaranteed to be on weekends.
Dedicated Account?,Yes
Avg Weekly Miles,""1,100 – 1,300""
No Touch Freight,NO
Driver Load / Unload,Driver Unload Required (100% touch freight; box-by-box with rollers).","Category,Details
Average Weekly Pay,""$1,350 – $1,500 (Based on 3 loads/week)""
Mileage Pay,$0.63 CPM (Flat rate regardless of experience)
Unload Pay,$240.00 per trailer
Backhaul Pay,$50.00
Sign-On Bonus,Yes (Amount not specified in text)
Orientation Pay,See Orientation tab (Typically $60–$100/day for USX)","Category,Details
Equipment Type,Newer model Freightliners and Kenworths
Transmission Type,Automatics
Engine,Not Specified
Camera Orientation,""Front Facing, Event Only""
Bunks,Yes (Sleeper)","Category,Details
SAP Drivers,No
Teams Accepted,NO (Solo only)
Trainees,No
Supply Requirement,Must bring 2 weeks of supplies to orientation.","Category,Details
Experience Required,3 Months
Physical Demands,Extremely High. Physical unloading of every box in the trailer.
Shift / Schedule,Early morning deliveries; nights and weekends required.
Training,""Drivers sent directly to Savannah, GA for account-specific training.""
Operating Area,""FL, GA, SC, and parts of AL""
Pet / Rider Policy,Both allowed (Rider 10+ yrs; Pet fee applies)."
US Xpress,"Tractor Supply – Frankfort/Colonie, NY",NY,,100,"13340, 12205","Category,Details
Job Description,Dedicated dry van account delivering Tractor Supply merchandise. High-volume regional role covering the entire Northeast.
Freight Type,Dry Van (Dedicated)
Driver Type,Company Driver (Solo)
Home Time,Weekly
Home Time Duration,34-hour reset (up to 48 hours guaranteed; non-consecutive weekend days).
Dedicated Account?,Yes
Avg Weekly Miles,""2,100 – 3,150 (Based on 300–450 miles/day)""
No Touch Freight,Yes
Driver Load / Unload,No (Preloads)","Category,Details
Average Weekly Pay,""$1,500""
CPM Range,$0.53 (0-11 mo) – $0.59 (60+ mo)
Load Bonus,$50.00 per load
Stop Pay,$25.00 per stop
Long Island Pay,$150.00 delivery bonus
Sign-On Bonus,""$1,000 ($500 after 1st load, $500 after 30 days)""
Detention Pay,$12.50/hr after 2 hours","Category,Details
Equipment Type,Newer model Freightliners and Kenworths
Transmission Type,Automatics
Engine,Not Specified
Camera Orientation,""Front Facing, Event Only""
Take Home Truck,Yes (Must take trailer home if living >100 miles from DC)","Category,Details
SAP Drivers,No
Teams Accepted,NO (Solo focus)
Trainees,No
Location Requirement,Must be willing to handle Long Island deliveries ($150 bonus).","Category,Details
Experience Required,3 Months
Endorsements,None required
Shift / Schedule,Availability for both day/night; weekends required.
Operating Area,""NY, NJ, PA, CT, MA, RI, NH, VT, ME""
Pet / Rider Policy,Both allowed (Pet fee applies; Rider 10+ yrs)."
US Xpress,"DT Warrensburg, MO",MO,64093,,,"Category,Details
Job Description,""Dedicated Dollar Tree account delivering dry, 100% touch freight. High-activity role requiring physical unloading at multiple store locations.""
Freight Type,Dry Van (Dedicated)
Driver Type,Company Driver (Solo)
Home Time,Weekly
Home Time Duration,34-hour reset; 80% of the time falls on weekends.
Dedicated Account?,Yes
Avg Weekly Miles,""1,800""
No Touch Freight,NO
Driver Load / Unload,Driver Unload Required (100% touch freight; manual unloading).","Category,Details
Average Weekly Pay,""$2,000 Gross (Approx. $1,400 after tax)""
CPM Range,$0.70 (0-6 mo) – $0.80 (96+ mo)
Unload Pay,$240.00 per trailer (Avg 4 loads per week)
Stop Pay,$25.00
Sign-On Bonus,""$1,000 ($500 after 1st load, $500 after 30 days)""
Ride Along Pay,$150 per day during 1-week training period
Backhaul Pay,$50.00","Category,Details
Equipment Type,""Newer model Internationals, Freightliners, and Kenworths""
Transmission Type,Automatics
Engine,Not Specified
Camera Orientation,""Front Facing, Event Only""
Bunks,Yes (Sleeper)","Category,Details
Hiring Restrictions,""No drivers from Riverside, Hogan, or CR England unless departed >6 months ago and worked elsewhere.""
SAP Drivers,No
Trainees,No
Parking,Must have a secure parking location for both truck and trailer.","Category,Details
Experience Required,3 Months
Physical Demands,High. Manual unloading of freight; requires lifting and mobility.
Training,1-week ride-along required; must bring 2 weeks of supplies to orientation.
Operating Area,""ND, SD, NE, KS, OK, AR, MO, IA, MN, WI, IL, KY, TN, IN""
Hiring Area,""IA, KS, MO, MN"""
Hogan,Dollar Tree Warrensburg,MO,64093,,,"Category,Details
Job Description,Dedicated Dollar Tree account delivering FAK (Freight of All Kinds). Involves multi-stop routes and physically demanding manual unloading.
Freight Type,Dry Van (Dedicated)
Driver Type,Company Driver (Solo)
Home Time,Weekly
Home Time Duration,34-hour reset (Weekends are not guaranteed off).
Dedicated Account?,Yes
Avg Weekly Miles,""1,625""
No Touch Freight,NO
Driver Load / Unload,Driver Unload Required (Hand unload single cartons using cargo rollers; approx. 500 pieces/hour).","Category,Details
Average Weekly Pay,""$1,800 – $1,900""
Annualized Pay,""$93,600 – $98,800""
Mileage Rate,Up to $0.82 CPM (Based on experience); $0.01 increase every 6 mos up to $0.90 max.
Stop Pay,$55.00
Safe Stop Program,""$10 per stop (Approx. $700–$1,000 paid quarterly).""
Guaranteed Pay,""$1,200 weekly guarantee for the first 60 days.""
Sign-On Bonus,""$2,500""
Training Pay,$200 per day (1–2 week unload training/ride-along).","Category,Details
Equipment Type,Freightliner and International Sleeper Trucks (TAS)
Transmission Type,Automatics and Manuals
Amenities,70% of trucks equipped with APUs
Camera Orientation,""Front Facing, Driver Facing (Event Only)""
Take Home Truck,Yes","Category,Details
Drug Test Type,Hair Follicle
SAP Drivers,No
Teams Accepted,NO
Owner Operators,NO
Trainees,No (Must be experienced; prefer one winter season driving experience).","Category,Details
Experience Required,6 months
Physical Demands,""Extremely High. Must unload up to 4,000 pieces per trailer (approx. 8 hours of labor).""
Schedule,Account delivers 7 days a week; holiday work required.
Operating Area,""MN, SD, ND, WY, MT, UT, IA, IL, MO, AR, OK, KS, CO, TX, NM""
Pet / Rider Policy,Yes (Both allowed)."
Swift,"Target – Sacramento, CA Regional Teams",CA,95833,,,"Category,Details
Job Description,""Dedicated regional team account delivering Target dry freight. Routes primarily serve the Santa Barbara, CA market and the WA/OR market.""
Freight Type,Dry Van (DED-DRY)
Driver Type,Team Driver (Solo closed)
Home Time,34-Hour Restarts
Home Time Duration,Weekly resets; consistent schedule.
Dedicated Account?,Yes
Avg Weekly Miles,""5,000 (Team)""
No Touch Freight,Yes
Driver Load / Unload,No (Live Load)","Category,Details
Average Weekly Pay,""$1,600""
Pay Structure,""Salary-based ($1,600.00/week)""
Unload Pay,$15.00
Stop Pay,Not listed
Bonus Offer,No
Orientation Pay,$300 (Paid only if officially hired)","Category,Details
Equipment Type,Sleeper trucks
Transmission Type,""Automatics, Manuals""
Engine,Not Specified
Camera Orientation,""Front Facing, Event Only""
Bunks,Yes (Team setup)","Category,Details
SAP Drivers,No
Solo Drivers,NO (Closed)
Owner Operators,NO
Experience Requirement,1 Year Experienced (Per Job Details; Note: Needs sheet says 0-6mo)
Trainees,No (Per Job Details; Note: Needs sheet says Yes)","Category,Details
Experience Required,12 Months
Endorsements,None required
Shift / Schedule,Night or Both Day/Night; Weekends and Holidays required.
Hiring Area,""Sacramento, Lathrop, and surrounding areas (Within 50 miles).""
Operational Area,""CA (Santa Barbara), OR, WA"""
Swift,"I35 – Gary, IN",IN / IL,46406,100,,"Category,Details
Job Description,""OTR dry van operation running the I-35 corridor. Routes extend from the Gulf of Mexico to Canada and from Eastern Indiana to Denver, CO.""
Freight Type,Dry Van (OTR-DRY)
Driver Type,Company Driver (Solo & Team)
Home Time,Every 2 to 3 Weeks
Home Time Duration,Standard OTR rotation (14–21 days out).
Dedicated Account?,No
Avg Weekly Miles,""1,600 – 2,500""
No Touch Freight,Yes
Driver Load / Unload,""No (Mix of live load/unload, preload, and drop & hook)""","Category,Details
Average Weekly Pay,""$1,000 – $1,500""
Short Haul Pay,Same as OTR
Stop Pay,No stop pay
Unload Pay,N/A
Bonuses,Swift Driver Performance Bonus
Orientation Pay,$300 (Paid only if officially hired)","Category,Details
Equipment Type,Dry Van
Transmission Type,""Automatics, Manuals""
Engine,Not Specified
Camera Orientation,""Front Facing, Event Only""
Bunks,Yes (Sleeper)","Category,Details
Hiring Restrictions,No East Coast lanes
SAP Drivers,No
Owner Operators,YES
Teams Accepted,YES
Trainees,YES (Accepted)","Category,Details
Experience Required,0 Months (Open to Trainees and Experienced)
Endorsements,None required
Shift / Schedule,Both day/night shifts; Weekend work required
Work Days,Holiday work expected (plan hometime accordingly)
Hiring Area,""IL, IN, MI, WI (Must live within 100 miles of Gary/Chicago)"""
US Xpress,"FD Ashley, IN",IN,46705,,,"Category,Details
Job Description,""Dedicated Family Dollar account. High-intensity role delivering dry van freight to stores in IN, MI, IL, OH, and WI.""
Freight Type,Dry Van (Dedicated)
Driver Type,Company Driver (Solo)
Home Time,Weekly
Home Time Duration,34-hour reset weekly.
Dedicated Account?,Yes
Avg Weekly Miles,""1,100""
No Touch Freight,NO
Driver Load / Unload,Driver Unload Required (100% box-by-box via rollers).","Category,Details
Average Weekly Pay,""$1,850 (Based on 3 loads and 1,100 miles)""
CPM Range,$0.80 (0-59 mo) – $0.86 (84+ mo)
Load/Unload Pay,$325.00 per load (Includes unload)
Sign-On Bonus,""$2,500 total (Paid in installments over 180 days)""
Backhaul Pay,$30.00
Training Pay,$150 per day (1-week minimum ride-along)","Category,Details
Equipment Type,""Internationals, Freightliners, and Kenworths""
Transmission Type,Automatics
Engine,Not Specified
Camera Orientation,""Front Facing, Event Only""
Bunks,Yes (Sleeper)","Category,Details
Hiring Restrictions,No drivers currently at or recently left (<6 mos) USA Truck or Hirschbach.
SAP Drivers,No
Trainees,No
Parking Requirement,""Strict. Must have secure, gated, or personal property parking for home-time.""","Category,Details
Experience Required,3 Months
Physical Demands,High. Box-by-box unloading; must handle extreme temperatures.
Shift / Schedule,Early AM deliveries; requires night and weekend driving.
Supply Requirement,Must bring 2 weeks of supplies to orientation.
Hiring Area,""IN, OH, MI"""
US Xpress,"Family Dollar Front Royal, VA",VA,22630,,,"Category,Details
Job Description,""Dedicated Family Dollar account out of Front Royal, VA. High-activity role delivering 100% touch freight to stores within a 700-mile radius.""
Freight Type,Dry Van (Dedicated)
Driver Type,Company Driver (Solo)
Home Time,Weekly
Home Time Duration,34-hour reset weekly.
Dedicated Account?,Yes
Avg Weekly Miles,""1,500""
No Touch Freight,NO
Driver Load / Unload,Driver Unload Required (100% touch freight; physical unloading at stores).","Category,Details
Average Weekly Pay,""$1,725 (Top 10% earn up to $2,200)""
CPM Range,$0.60 (0 mo) – $0.73 (120+ mo)
Unload Pay,$250.00 per trailer
Weekly Incentive,$125.00 (For completing 3 loads/full work week availability)
Sign-On Bonus,""$1,000 ($500 after 1st load, $500 after 30 days)""
Backhaul Pay,$35.00
Training Pay,$150 per day (1-week ride-along/shadow runs)","Category,Details
Equipment Type,Newer model sleeper trucks
Transmission Type,Automatics
Engine,Not Specified
Camera Orientation,""Front Facing, Event Only""
Bunks,Yes","Category,Details
Hiring Restrictions,No drivers currently at or recently left (<6 mos) JB Hunt or USA Truck (DB Schenker).
SAP Drivers,No
Trainees,No
Backing Ability,Must be comfortable with hard backing situations.","Category,Details
Experience Required,3 Months
Endorsements,Doubles endorsement preferred but not required.
Physical Demands,High. Physical manual unloading of trailers.
Shift / Schedule,""Includes nights, weekends, and holidays.""
Operating Area,""VA, NC, DC, PA, NJ, OH, and WV""
Hiring Area,""MD, NJ, PA, WV"""
